title,authors,average_rating,isbn,# num_pages,library_url
Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,144,https://openlibrary.org/books/OL3306024M/Souvenir_of_Canada_2
Souvenir of Canada,Douglas Coupland,3.85,1550549170,144,https://openlibrary.org/books/OL3649254M/Souvenir_of_Canada
The Illustrated Art of War,Sun Tzu-Samuel B. Griffith,3.97,019518999X,272,https://openlibrary.org/books/OL22712248M/The_illustrated_Art_of_war
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham-Peter Kuper-Seth Tobocman-Sabrina Jones,3.85,1568580398,256,https://openlibrary.org/books/OL796995M/World_War_III_illustrated
Master Index: An Illustrated Guide,Time-Life Books,3.47,0809447967,175,https://openlibrary.org/books/OL24855336M/The_Civil_War
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.19,0345420691,166,https://openlibrary.org/books/OL714729M/Star_wars
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell-John    Batchelor,4.08,0684844079,400,https://openlibrary.org/books/OL3670231M/Soul_of_the_sword
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,0345431103,150,https://openlibrary.org/books/OL60399M/Star_wars_episode_I_the_phantom_menace
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry-Phillip de ste. Croix,4.13,0806127945,224,https://openlibrary.org/books/OL786396M/Warfare_in_the_classical_world
The Winter of Our Discontent,John Steinbeck-Susan Shillinglaw,3.99,0143039482,336,https://openlibrary.org/books/OL18518424M/The_winter_of_our_discontent
Cannery Row,John Steinbeck,4.03,014200068X,181,https://openlibrary.org/books/OL3955108M/Cannery_row
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck-Elaine Steinbeck-Robert DeMott,4.41,1883011159,1088,https://openlibrary.org/books/OL23270560M/The_grapes_of_wrath_and_other_writings_1936-1941
Tortilla Flat,John Steinbeck,3.83,0141185112,154,https://openlibrary.org/books/OL7359066M/Tortilla_Flat_(Penguin_Modern_Classics)
The Log from the Sea of Cortez,John Steinbeck-Richard Astro,3.84,0141186070,288,https://openlibrary.org/books/OL7359136M/The_Log_from_the_Sea_of_Cortez_(Penguin_Modern_Classics)
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel-William J.H. Andrewes-William J. H. Andrewes,4.09,0802775934,224,https://openlibrary.org/books/OL7877326M/The_Illustrated_Longitude
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel-Neil Armstrong,3.96,0802714625,192,https://openlibrary.org/books/OL7876891M/Longitude
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg-Jeanne Clidas,3.58,0516277650,32,https://openlibrary.org/books/OL7671602M/Latitude_and_Longitude_(Rookie_Read-About_Geography)
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.67,0964432900,437,https://openlibrary.org/books/OL987709M/The_Quest_for_Longitude
1421: The Year China Discovered America,Gavin Menzies,3.59,006054094X,650,https://openlibrary.org/books/OL3323290M/1421
Dr. Desirable,Kristi Gold,3.24,0373764219,192,https://openlibrary.org/books/OL7420532M/Dr._Desirable_(Marrying_An_M.D.)
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,0670037605,461,https://openlibrary.org/books/OL24964210M/Mayflower
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.43,0874850916,796,https://openlibrary.org/books/OL22555263M/Before_the_Mayflower
Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.43,0140072144,70,https://openlibrary.org/books/OL16199291M/Before_the_Mayflower
Shalimar the Clown,Salman Rushdie,3.87,0679783482,398,https://openlibrary.org/books/OL7701313M/Shalimar_the_Clown
Midnight's Children,Salman Rushdie,3.99,0330267140,463,https://openlibrary.org/books/OL10488284M/Midnight's_Children_(Picador_Books)
The Satanic Verses,Salman Rushdie,3.71,0670825379,549,https://openlibrary.org/books/OL26448470M/The_Satanic_Verses
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie-Paul Birkbeck,4.01,0670886580,224,https://openlibrary.org/books/OL7643588M/Haroun_and_the_Sea_of_Stories
Fury,Salman Rushdie,3.29,0099421860,272,https://openlibrary.org/books/OL7317627M/Fury
Code Complete,Steve McConnell,4.29,0735619670,914,https://openlibrary.org/books/OL17628528M/Code_complete
How to Live on 24 Hours a Day,Arnold Bennett,3.66,1406922900,92,https://openlibrary.org/books/OL8422268M/How_to_Live_on_24_Hours_a_Day
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.16,1578660394,538,https://openlibrary.org/books/OL8755137M/Dale_Carnegie's_Lifetime_Plan_for_Success
How to Stop Worrying and Start Living,Dale Carnegie,4.11,0671035975,358,https://openlibrary.org/books/OL3308315M/How_to_stop_worrying_and_start_living
How To Enjoy Your Life And Your Job,Dale Carnegie-Dorothy Carnegie,3.95,0671708260,224,https://openlibrary.org/books/OL7662864M/How_To_Enjoy_Your_Life_And_Your_Job
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie-Stuart R. Levine-Michael A. Crom,4.09,0671519980,256,https://openlibrary.org/books/OL24927171M/The_leader_in_you
The Decoration of the Torre de la Parada (Corpus Rubenianum Ludwig Burchard  Part IX) (Corpus Rubenianum Ludwig Burchard),Svetlana Alpers,5.0,0199210152,532,https://openlibrary.org/books/OL7403109M/The_Decoration_of_the_Torre_de_la_Parada_(Corpus_Rubenianum_Ludwig_Burchard_Part_IX)_(Corpus_Rubenia
The Drama of the Gifted Child: The Search for the True Self,Alice  Miller-Ruth Ward,4.09,0465016901,144,https://openlibrary.org/books/OL1007612M/The_drama_of_the_gifted_child
The Drama of the Gifted Child: The Search for the True Self,Alice  Miller,4.09,046501691X,118,https://openlibrary.org/books/OL26406270M/The_Drama_of_the_Gifted_Child
Who Moved My Cheese?,Spencer Johnson-Kenneth H. Blanchard,3.78,0091883768,96,https://openlibrary.org/books/OL7315147M/Who_Moved_My_Cheese
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim-Renée Mauborgne,3.89,1591396190,240,https://openlibrary.org/books/OL17149535M/Blue_ocean_strategy
Heart of Darkness,Joseph Conrad,3.42,1892295490,188,https://openlibrary.org/books/OL8719087M/Heart_of_Darkness_(Green_Integer_Books)
Heart of Darkness,Joseph Conrad-Paul B. Armstrong,3.42,0393926362,528,https://openlibrary.org/books/OL25098878M/Heart_of_darkness
Heart of Darkness,Joseph Conrad,3.42,1580495753,76,no response found
Heart of Darkness,Joseph Conrad-A.N. Wilson,3.42,184391008X,137,https://openlibrary.org/books/OL18481796M/Heart_of_darkness_with_The_Congo_diary_and_Up-river_book
Heart of Darkness,Joseph Conrad,3.42,0141182431,218,https://openlibrary.org/books/OL7358891M/Heart_of_Darkness_(Penguin_Modern_Classics)
Heart of Darkness and Other Tales,Joseph Conrad-Cedric Watts,3.58,0192801724,225,https://openlibrary.org/books/OL3699814M/Heart_of_darkness_and_other_tales
Heart of Darkness,Joseph Conrad,3.42,159224646X,132,no response found
Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,0743243781,272,https://openlibrary.org/books/OL7928143M/Teacher_Man
'Tis A Memoir (Frank McCourt  #2),Frank McCourt,3.68,0006551815,495,https://openlibrary.org/books/OL7260048M/'Tis
Angela's Ashes,Frank McCourt,4.1,0007718721,224,https://openlibrary.org/books/OL7264737M/Angela's_Ashes
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,0140621334,185,https://openlibrary.org/books/OL7357139M/Three_Men_in_a_Boat_(Penguin_Popular_Classics)
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,0486451100,144,https://openlibrary.org/books/OL7640119M/Three_Men_in_a_Boat
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,1904919529,272,https://openlibrary.org/books/OL8774157M/Three_Men_in_a_Boat
Three Men in a Boat,Jerome K. Jerome,3.89,0141441216,178,https://openlibrary.org/books/OL7359952M/Three_Men_in_a_Boat_(Penguin_Classics)
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome-Jeremy Lewis,4.09,0140437509,400,https://openlibrary.org/books/OL6896283M/Three_men_in_a_boat
Kafka on the Shore,Haruki Murakami-Philip Gabriel,4.13,1400079276,467,https://openlibrary.org/books/OL24196633M/Kafka_on_the_shore
海邊的卡夫卡 上,Haruki Murakami-村上春樹-賴明珠,4.07,9571338400,328,https://openlibrary.org/books/OL23015826M/Hai_bian_de_Kafuka
The Brothers Karamazov,Fyodor Dostoyevsky-Constance Garnett-Manuel Komroff-John Bayley,4.32,0451527348,736,https://openlibrary.org/books/OL34928M/The_Brothers_Karamazov
The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,0374528373,796,https://openlibrary.org/books/OL3559826M/The_Brothers_Karamazov
The Brothers Karamazov,Fyodor Dostoyevsky-David McDuff,4.32,0140449248,1013,https://openlibrary.org/books/OL3701480M/The_Brothers_Karamazov
The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,0679729259,796,https://openlibrary.org/books/OL1566145M/The_brothers_Karamazov
The Brothers Karamazov,Fyodor Dostoyevsky-Constance Garnett,4.32,0486437914,736,https://openlibrary.org/books/OL3421079M/The_Brothers_Karamazov
The Brothers Karamazov,Fyodor Dostoyevsky-Simon Vance-Thomas R. Beyer Jr.,4.32,1596440791,16,no response found
The Brothers Karamazov,Fyodor Dostoyevsky-Constance Garnett-Maire Jaanus,4.32,159308045X,720,https://openlibrary.org/books/OL8870145M/The_Brothers_Karamazov
CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts-Gary Carey,3.5,0764538136,96,https://openlibrary.org/books/OL3706569M/The_brothers_Karamazov
Hungry Planet,Peter Menzel-Faith D'Aluisio,4.44,1580086810,288,https://openlibrary.org/books/OL3399544M/Hungry_planet
The Very Hungry Caterpillar,Eric Carle,4.29,0399226907,13,https://openlibrary.org/books/OL24223029M/The_very_hungry_caterpillar
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear (Child's Play Library),Don    Wood,4.31,0859533301,32,https://openlibrary.org/books/OL20945022M/The_little_mouse_the_red_ripe_strawberry_and_the_big_hungry_bear
One Hundred Hungry Ants,Elinor J. Pinczes-Bonnie Mackain,4.05,0395971233,32,https://openlibrary.org/books/OL7468941M/One_Hundred_Hungry_Ants
The Very Hungry Caterpillar,Eric Carle,4.29,0241003008,26,https://openlibrary.org/books/OL21989502M/The_very_hungry_caterpillar
The Hungry Tide,Amitav Ghosh,3.94,061871166X,333,https://openlibrary.org/books/OL7606267M/The_Hungry_Tide
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.97,0452270839,224,https://openlibrary.org/books/OL1404860M/Feeding_the_hungry_heart
What Is the What,Dave Eggers,4.16,1932416641,475,https://openlibrary.org/books/OL22760950M/What_is_the_what
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,0375725784,485,https://openlibrary.org/books/OL25613278M/A_Heartbreaking_work_of_Staggering_Genius
You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,401,https://openlibrary.org/books/OL3687994M/You_shall_know_our_velocity!
How We Are Hungry,Dave Eggers,3.75,1400095565,224,https://openlibrary.org/books/OL8364524M/How_We_Are_Hungry
How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,218,https://openlibrary.org/books/OL24237751M/How_we_are_hungry
Merry Christmas  Stinky Face,Lisa McCourt-Cyd Moore,3.99,0439635772,32,https://openlibrary.org/books/OL7514371M/Merry_Christmas_Stinky_Face_PB
Love You Until--,Lisa McCourt-Cyd Moore,4.67,0809166585,32,https://openlibrary.org/books/OL371254M/Love_you_until--
Year of Wonders,Geraldine Brooks,4.01,0142001430,358,https://openlibrary.org/books/OL18279429M/Year_of_wonders
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann-American Academy of Pediatrics,3.49,0553804766,224,https://openlibrary.org/books/OL23275822M/The_wonder_years
The Seven-Year-Old Wonder Book,Isabel Wyatt-Alyson MacNeill,4.21,0863155278,157,https://openlibrary.org/books/OL22206092M/The_seven-year-old_wonder_book
Wolves of the Calla (The Dark Tower  #5),Stephen King-Bernie Wrightson,4.19,141651693X,931,https://openlibrary.org/books/OL27657686M/Wolves_of_the_Calla
A Man Without a Country,Kurt Vonnegut-Daniel Simon,4.08,081297736X,160,https://openlibrary.org/books/OL17866845M/A_man_without_a_country
Breakfast of Champions,Kurt Vonnegut,4.08,0385334206,303,https://openlibrary.org/books/OL16985797M/Breakfast_of_champions
Slaughterhouse-Five,Kurt Vonnegut,4.07,0385333846,275,https://openlibrary.org/books/OL18433024M/Slaughterhouse-Five
The Sirens of Titan,Kurt Vonnegut,4.16,1857988841,224,https://openlibrary.org/books/OL9002773M/The_Sirens_of_Titan
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom-Terry Southern-David H. Goldsmith-James Lundquist-Lawrence R. Broer-Peter J. Reed-Loree Rackstraw-William S. Doxey-Jerome Klinkowitz-Richard Giannone-John L. Simons-Leonard Mustazza-Zoltan Ab di-Nagy-Peter Freese-Wendy B. Faris,4.35,0791071685,258,https://openlibrary.org/books/OL8159543M/Cat's_Cradle_(Modern_Critical_Interpretations_Series)
Bagombo Snuff Box,Kurt Vonnegut,3.72,0099282968,295,https://openlibrary.org/books/OL7316807M/Bagombo_Snuff_Box
Welcome to the Monkey House,Kurt Vonnegut,4.14,0385333501,331,https://openlibrary.org/books/OL17134539M/Welcome_to_the_monkey_house
God Bless You  Dr. Kevorkian,Kurt Vonnegut,3.84,0743422007,80,https://openlibrary.org/books/OL7949659M/God_Bless_You_Dr._Kevorkian
Jailbird,Kurt Vonnegut,3.81,0385333900,310,https://openlibrary.org/books/OL22861112M/Jailbird
Fates Worse Than Death,Kurt Vonnegut,3.86,0425134067,240,https://openlibrary.org/books/OL15543785M/Fates_Worse_than_Death
The Red Tent,Anita Diamant,4.17,0312353766,336,https://openlibrary.org/books/OL3437294M/The_red_tent_Anita_Diamant.
Inside the Red Tent,Sandra Hack Polaski,3.94,0827230281,100,https://openlibrary.org/books/OL8170497M/Inside_the_Red_Tent_(Popular_Insights)
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,0826415741,88,https://openlibrary.org/books/OL3293002M/Anita_Diamant's_The_red_tent
La tienda roja,Anita Diamant,4.17,8478883975,384,https://openlibrary.org/books/OL13312238M/La_Tienda_Roja_The_Red_Tent
La Jeune fille à la perle,Tracy Chevalier-Marie-Odile Fortier-Masek,3.87,2070417948,313,https://openlibrary.org/books/OL22145119M/La_jeune_fille_à_la_perle
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,0674023854,776,https://openlibrary.org/books/OL7691863M/Iron_Kingdom
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,0786918144,397,https://openlibrary.org/books/OL6802559M/Downfall
Berlin: The Downfall  1945,Antony Beevor,4.28,0670886955,489,https://openlibrary.org/books/OL3627850M/Berlin
El azul de la virgen,Tracy Chevalier,3.66,8466313591,411,https://openlibrary.org/books/OL9134044M/El_Azul_De_La_Virgen_the_Virgin_Blue
Saturday,Ian McEwan,3.63,1400076196,289,https://openlibrary.org/books/OL17206520M/Saturday
I Love Saturdays y domingos,Alma Flor Ada-Elivia Savadier,4.03,068987409X,32,https://openlibrary.org/books/OL13638398M/I_love_Saturdays_y_domingos
The Pillars of Creation (Sword of Truth  #7),Terry Goodkind,3.68,0765340747,725,https://openlibrary.org/books/OL24216722M/The_Pillars_of_Creation
The Pillars of the Earth (Kingsbridge  #1),Ken Follett,4.31,0451207149,973,https://openlibrary.org/books/OL7574418M/The_Pillars_of_the_Earth
A Dangerous Fortune,Ken Follett,4.03,0330332651,596,https://openlibrary.org/books/OL22483567M/A_dangerous_fortune.
The Man From St. Petersburg,Ken Follett,3.87,0451208706,320,https://openlibrary.org/books/OL7574459M/The_Man_From_St._Petersburg
Night Over Water,Ken Follett,3.81,0451211472,448,https://openlibrary.org/books/OL7574534M/Night_Over_Water
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.94,0375760946,319,https://openlibrary.org/books/OL7427626M/The_Truth_About_the_Drug_Companies
On Wings of Eagles,Ken Follett,3.93,0451213092,416,https://openlibrary.org/books/OL7574593M/On_Wings_of_Eagles
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.94,9580493510,324,https://openlibrary.org/books/OL13069640M/La_Verdad_Acerca_De_Las_Industrias_Farmaceuticas_the_Truth_About_the_Drug_Companies
Jackdaws,Ken Follett,3.95,0451219597,416,https://openlibrary.org/books/OL7574932M/Jackdaws
Whiteout,Ken Follett-David Tennant,3.56,1405052716,4,https://openlibrary.org/books/OL8404482M/Whiteout
Jackdaws,Ken Follett,3.95,0451207521,496,https://openlibrary.org/books/OL22228550M/Jackdaws
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,1421508656,208,https://openlibrary.org/books/OL8490980M/Battle_Angel_Alita
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,208,https://openlibrary.org/books/OL8490659M/Battle_Angel_Alita
Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,200,https://openlibrary.org/books/OL8933748M/Gunnm_Last_Order_tome_1
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.09,1556432461,240,https://openlibrary.org/books/OL998797M/Your_inner_physician_and_you
My Life in France,Julia Child-Alex Prud'Homme,4.17,1400043468,302,https://openlibrary.org/books/OL3422947M/My_life_in_France
A Short History Of Nearly Everything,Bill Bryson,4.2,096573840X,545,https://openlibrary.org/books/OL23115638M/A_short_history_of_nearly_everything
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.2,0385663552,624,https://openlibrary.org/books/OL7441792M/A_Short_History_of_Nearly_Everything
The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,0451210859,463,https://openlibrary.org/books/OL7574517M/The_Drawing_of_the_Three
The Waste Lands (The Dark Tower  #3),Stephen King,4.24,034082977X,584,https://openlibrary.org/books/OL9624437M/The_Waste_Lands
Wizard and Glass (The Dark Tower  #4),Stephen King-Dave McKean,4.25,0340829788,845,https://openlibrary.org/books/OL9664793M/Wizard_and_Glass_(Dark_Tower)
The Gunslinger (The Dark Tower  #1),Stephen King,3.96,0340829753,238,https://openlibrary.org/books/OL22068655M/The_gunslinger
The Handmaid's Tale,Margaret Atwood-Valerie Martin,4.09,0307264602,350,https://openlibrary.org/books/OL22739261M/The_handmaid's_tale
The Handmaid's Tale,Margaret Atwood,4.09,0435124099,308,https://openlibrary.org/books/OL7508152M/The_Handmaid's_Tale
The Catcher in the Rye,J.D. Salinger,3.8,0316769177,277,https://openlibrary.org/books/OL18290341M/The_catcher_in_the_rye
The Catcher In The Rye,J.D. Salinger,3.8,0553134329,214,https://openlibrary.org/books/OL7818229M/The_Catcher_In_The_Rye
The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,0812034074,120,https://openlibrary.org/books/OL2855985M/J.D._Salinger's_Catcher_in_the_rye
Franny and Zooey,J.D. Salinger,3.98,0316769029,201,https://openlibrary.org/books/OL9696960M/Franny_and_Zooey
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.12,0316766941,256,https://openlibrary.org/books/OL9427446M/Raise_High_the_Roof_Beam_Carpenters_and_Seymour
For Esme—With Love and Squalor  and Other Stories,J.D. Salinger,4.19,0140237534,149,https://openlibrary.org/books/OL22334928M/For_Esmé_-_with_love_and_squalor
The Doors of Perception & Heaven and Hell,Aldous Huxley,3.94,0060595183,187,https://openlibrary.org/books/OL7279505M/The_Doors_of_Perception_and_Heaven_and_Hell_(Perennial_Classics)
Brave New World,Aldous Huxley-Felisberto Albuquerque,3.98,0060929871,288,https://openlibrary.org/books/OL349156M/Brave_New_World
Island,Aldous Huxley,3.85,0060085495,354,https://openlibrary.org/books/OL3557558M/Island
The Perennial Philosophy,Aldous Huxley,4.23,006057058X,336,https://openlibrary.org/books/OL3694249M/The_perennial_philosophy
Huxley and God: Essays on Religious Experience,Aldous Huxley-Huston Smith-Jacqueline Hazard Bridgeman,4.31,0824522524,320,https://openlibrary.org/books/OL20989620M/Huxley_and_God
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley-Michael Horowitz-Cynthia Palmer,4.17,0892817585,304,https://openlibrary.org/books/OL31734M/Moksha
Point Counter Point,Aldous Huxley,3.85,1564781313,432,https://openlibrary.org/books/OL970638M/Point_counter_point
After Many a Summer Dies the Swan,Aldous Huxley,3.75,1566630185,368,https://openlibrary.org/books/OL1738643M/After_many_a_summer_dies_the_swan
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,0141183780,281,https://openlibrary.org/books/OL47570M/The_flame_trees_of_Thika
The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.73,0307275558,432,https://openlibrary.org/books/OL24205099M/The_Devil_wears_Prada
Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.0,0826453279,96,https://openlibrary.org/books/OL3551752M/Arundhati_Roy's_The_God_of_small_things
A Separate Peace,John Knowles,3.57,0743253973,208,https://openlibrary.org/books/OL7947671M/A_Separate_Peace
The Corrections,Jonathan Franzen,3.79,0374701849,662,no response found
Black and Blue,Anna Quindlen,3.88,0385333137,288,https://openlibrary.org/books/OL7439267M/Black_and_Blue
A Virtuous Woman,Kaye Gibbons,3.68,0375703063,165,https://openlibrary.org/books/OL7426230M/A_Virtuous_Woman
Here on Earth,Alice Hoffman,3.69,0425169693,336,https://openlibrary.org/books/OL7504370M/Here_on_Earth_(Oprah's_Book_Club)
The Heart of a Woman,Maya Angelou,4.2,0375500723,288,https://openlibrary.org/books/OL7425820M/The_Heart_of_a_Woman
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.86,0140286276,464,https://openlibrary.org/books/OL7352320M/The_Deep_End_of_the_Ocean_(Oprah's_Book_Club)
The Heart Is a Lonely Hunter,Carson McCullers,3.97,0618526412,359,https://openlibrary.org/books/OL7605642M/The_Heart_Is_a_Lonely_Hunter
Cane River,Lalita Tademy,4.05,0446678457,522,https://openlibrary.org/books/OL3585594M/Cane_River
Where the Heart Is,Billie Letts,4.01,0446672211,376,https://openlibrary.org/books/OL21587761M/Where_the_heart_is
Oprah Winfrey,Katherine E. Krohn,3.82,0822550008,128,https://openlibrary.org/books/OL9463813M/Oprah_Winfrey_(Biography_(a_E))
Drowning Ruth,Christina Schwarz,3.74,0345439104,368,https://openlibrary.org/books/OL22016026M/Drowning_Ruth.
Fall on Your Knees,Ann-Marie MacDonald,3.96,0743466527,672,https://openlibrary.org/books/OL7950666M/Fall_on_Your_Knees_(Oprah's_Book_Club)
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.72,038079487X,244,https://openlibrary.org/books/OL16361250M/What_looks_like_crazy_on_an_ordinary_day--
While I Was Gone,Sue Miller,3.68,0345443284,304,https://openlibrary.org/books/OL9842101M/While_I_Was_Gone
Mother of Pearl,Melinda Haynes,3.68,0671774670,465,https://openlibrary.org/books/OL24952216M/Mother_of_pearl
The Rapture of Canaan,Sheri Reynolds,3.81,0425162443,320,https://openlibrary.org/books/OL14396294M/The_Rapture_of_Canaan
Songs in Ordinary Time,Mary McGarry Morris,3.7,0140244824,740,https://openlibrary.org/books/OL22368071M/Songs_in_ordinary_time
Breath  Eyes  Memory,Edwidge Danticat,3.87,037570504X,234,https://openlibrary.org/books/OL24935686M/Breath_eyes_memory
The Book of Ruth,Jane Hamilton,3.84,0385265700,328,https://openlibrary.org/books/OL24779018M/The_book_of_Ruth
Open House,Elizabeth Berg,3.7,0345435168,272,https://openlibrary.org/books/OL24215929M/Open_house
The Pilot's Wife,Anita Shreve,3.52,0316601950,304,https://openlibrary.org/books/OL24753960M/The_pilot's_wife
The Reader,Bernhard Schlink-Carol Brown Janeway,3.75,0375707972,218,https://openlibrary.org/books/OL7426434M/The_Reader_(Oprah's_Book_Club)
Tara Road,Maeve Binchy,3.9,0440235596,648,https://openlibrary.org/books/OL24727701M/Tara_Road
A Lesson Before Dying,Ernest J. Gaines,3.94,0375702709,256,https://openlibrary.org/books/OL18355022M/A_lesson_before_dying
Paradise,Toni Morrison,3.79,0452280397,318,https://openlibrary.org/books/OL27931962M/Paradise
One Hundred Years of Solitude,Gabriel García Márquez,4.06,060630052X,458,https://openlibrary.org/books/OL7585051M/One_Hundred_Years_of_Solitude
The Treasure Hunt: A Little Bill Book,Bill Cosby-Varnette P. Honeywood,3.29,0590956183,40,https://openlibrary.org/books/OL1011478M/The_treasure_hunt
She's Come Undone,Wally Lamb,3.86,0671021001,465,https://openlibrary.org/books/OL24958931M/She's_come_undone
We Were the Mulvaneys,Joyce Carol Oates,3.72,0452282829,454,https://openlibrary.org/books/OL22859834M/We_were_the_Mulvaneys
A Map of the World,Jane Hamilton-Frank  Muller-C.J. Critt,3.8,0385720106,400,https://openlibrary.org/books/OL7441818M/A_Map_of_the_World
Daughter of Fortune,Isabel Allende-Margaret Sayers Peden,3.9,006019491X,399,https://openlibrary.org/books/OL15466453M/Daughter_of_fortune
The Meanest Thing To Say,Bill Cosby-Varnette P. Honeywood-Varnette Hon Eywood,3.53,0590956167,40,https://openlibrary.org/books/OL994244M/The_meanest_thing_to_say
The Good Earth,Pearl S. Buck,3.98,0743272935,357,https://openlibrary.org/books/OL7948407M/The_Good_Earth
A Fine Balance,Rohinton Mistry,4.36,140003065X,603,https://openlibrary.org/books/OL8362636M/A_Fine_Balance
The Best Way to Play: A Little Bill Book,Bill Cosby-Varnette P. Honeywood-Varnette Honeywood,3.48,0590956175,40,https://openlibrary.org/books/OL994245M/The_best_way_to_play
White Oleander,Janet Fitch,3.95,0316284955,480,https://openlibrary.org/books/OL18386329M/White_oleander
Cry  the Beloved Country,Alan Paton,3.89,0743262174,316,https://openlibrary.org/books/OL7947982M/Cry_the_Beloved_Country
One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,0060740450,458,https://openlibrary.org/books/OL7280757M/One_Hundred_Years_of_Solitude
Song of Solomon,Toni Morrison,4.04,0452260116,337,https://openlibrary.org/books/OL27931971M/Song_of_Solomon
One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,1417735988,417,https://openlibrary.org/books/OL11763236M/One_Hundred_Years_of_Solitude
One Hundred Years of Solitude,Gabriel García Márquez,4.06,0606349154,417,https://openlibrary.org/books/OL7585142M/One_Hundred_Years_of_Solitude_(Modern_Classics
The Bluest Eye,Toni Morrison,4.0,0452282195,216,https://openlibrary.org/books/OL18343407M/The_Bluest_Eye
The Poisonwood Bible,Barbara Kingsolver,4.05,0060930535,546,https://openlibrary.org/books/OL18219020M/The_poisonwood_Bible
East of Eden,John Steinbeck,4.37,1417704748,608,https://openlibrary.org/books/OL11762733M/East_Of_Eden
Vergeef me,Wally Lamb-Inge de Heer,4.18,9022530078,744,https://openlibrary.org/books/OL12800110M/Vergeef_Me
A sud delle nuvole,Wally Lamb,3.86,8878189650,520,https://openlibrary.org/books/OL13433030M/A_Sud_Delle_Nuvole
